,Name,Location,Magnitude,URL
539,"M 0.8 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",0.79,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835279
441,"M 0.8 - 12 km SE of Anza, CA","12 km SE of Anza, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835471
1532,"M 0.8 - 14 km SW of Searles Valley, CA","14 km SW of Searles Valley, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832959
375,"M 0.8 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070458
533,"M 0.8 - 13 km NNW of Pinnacles, CA","13 km NNW of Pinnacles, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113961
1590,"M 0.8 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112316
640,"M 0.8 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113821
195,"M 0.8 - 5 km WNW of The Geysers, CA","5 km WNW of The Geysers, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114616
1487,"M 0.8 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112436
261,"M 0.8 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",0.78,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114466
436,"M 0.8 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114126
1299,"M 0.8 - 2 km NNE of The Geysers, CA","2 km NNE of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112746
1283,"M 0.8 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112761
424,"M 0.8 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114181
1588,"M 0.8 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112321
96,"M 0.8 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114791
266,"M 0.8 - 18 km NNW of Jamestown, Washington","18 km NNW of Jamestown, Washington",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061797
57,"M 0.8 - 9 km WNW of Cobb, CA","9 km WNW of Cobb, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114861
482,"M 0.8 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114026
1615,"M 0.8 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112291
1035,"M 0.8 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113061
1263,"M 0.8 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112781
290,"M 0.8 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",0.77,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114416
200,"M 0.8 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114586
150,"M 0.8 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114666
1494,"M 0.8 - 22 km N of Borrego Springs, CA","22 km N of Borrego Springs, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832999
353,"M 0.8 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114306
466,"M 0.8 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114051
1278,"M 0.8 - 3 km SW of Cobb, CA","3 km SW of Cobb, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112771
389,"M 0.8 - 2 km  of The Geysers, CA","2 km  of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114246
206,"M 0.8 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114571
1474,"M 0.8 - 6 km NNW of The Geysers, CA","6 km NNW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112461
795,"M 0.8 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",0.76,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113496
818,"M 0.8 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113456
161,"M 0.8 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114646
674,"M 0.8 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113726
624,"M 0.8 - 11 km SSW of Valle Vista, CA","11 km SSW of Valle Vista, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835119
637,"M 0.8 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113836
144,"M 0.8 - 4 km WSW of The Geysers, CA","4 km WSW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114696
135,"M 0.8 - 8 km NW of The Geysers, CA","8 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114726
139,"M 0.8 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114711
732,"M 0.8 - 5 km ESE of Ontario, CA","5 km ESE of Ontario, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834583
680,"M 0.8 - 5 km SSW of Banning, CA","5 km SSW of Banning, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834839
1359,"M 0.8 - 6 km NW of The Geysers, CA","6 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112681
1058,"M 0.8 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113036
1484,"M 0.8 - 8 km NNW of Julian, CA","8 km NNW of Julian, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833023
495,"M 0.8 - 6 km W of Borrego Springs, CA","6 km W of Borrego Springs, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835327
1105,"M 0.8 - 5 km SE of Ontario, CA","5 km SE of Ontario, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833975
79,"M 0.8 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114836
917,"M 0.8 - 3 km ENE of The Geysers, CA","3 km ENE of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113296
933,"M 0.8 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",0.75,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113256
900,"M 0.7 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113341
793,"M 0.7 - 2 km  of The Geysers, CA","2 km  of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113501
789,"M 0.7 - 32 km SE of Bodfish, CA","32 km SE of Bodfish, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834439
153,"M 0.7 - 14 km NNE of Ashford, Washington","14 km NNE of Ashford, Washington",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061852
110,"M 0.7 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114756
1024,"M 0.7 - 2 km WNW of Toston, Montana","2 km WNW of Toston, Montana",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070168
65,"M 0.7 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114846
911,"M 0.7 - 6 km NNW of The Geysers, CA","6 km NNW of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113306
321,"M 0.7 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",0.74,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114376
220,"M 0.7 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114556
395,"M 0.7 - 67 km WNW of Beluga, Alaska","67 km WNW of Beluga, Alaska",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/av93447821
434,"M 0.7 - 3 km ENE of The Geysers, CA","3 km ENE of The Geysers, CA",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114131
1362,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112676
177,"M 0.7 - 12 km E of Cloverdale, CA","12 km E of Cloverdale, CA",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114636
229,"M 0.7 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",0.73,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114531
955,"M 0.7 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113231
223,"M 0.7 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114546
137,"M 0.7 - 6 km SSW of Warner Springs, CA","6 km SSW of Warner Springs, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836327
888,"M 0.7 - 3 km SE of San Jacinto, CA","3 km SE of San Jacinto, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834319
1191,"M 0.7 - 21 km W of Sitka, Alaska","21 km W of Sitka, Alaska",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/av93444671
724,"M 0.7 - 14 km ENE of Borrego Springs, CA","14 km ENE of Borrego Springs, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834631
695,"M 0.7 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113681
464,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114061
442,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.72,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114106
713,"M 0.7 - 3 km E of The Geysers, CA","3 km E of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113626
50,"M 0.7 - 9 km ESE of Lima, Montana","9 km ESE of Lima, Montana",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070583
1430,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112566
546,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113941
1662,"M 0.7 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112231
682,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113696
1094,"M 0.7 - 7 km ESE of Valle Vista, CA","7 km ESE of Valle Vista, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834023
322,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114371
1390,"M 0.7 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112621
837,"M 0.7 - 4 km WNW of Cobb, CA","4 km WNW of Cobb, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113426
1147,"M 0.7 - 66 km WNW of Tyonek, Alaska","66 km WNW of Tyonek, Alaska",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/av93444856
463,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114066
1034,"M 0.7 - 8 km SE of Lincoln, Montana","8 km SE of Lincoln, Montana",0.71,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070163
1052,"M 0.7 - 64 km WNW of Beluga, Alaska","64 km WNW of Beluga, Alaska",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258epbew
456,"M 0.7 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114076
950,"M 0.7 - 9 km NNW of Warner Springs, CA","9 km NNW of Warner Springs, CA",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834151
1630,"M 0.7 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891283
1348,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112696
1287,"M 0.7 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891378
1051,"M 0.7 - 64 km WNW of Beluga, Alaska","64 km WNW of Beluga, Alaska",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258epv4k
689,"M 0.7 - 16 km ESE of Anza, CA","16 km ESE of Anza, CA",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834775
1582,"M 0.7 - 39 km SSE of Goldfield, Nevada","39 km SSE of Goldfield, Nevada",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891307
1083,"M 0.7 - 18 km NE of Yerington, Nevada","18 km NE of Yerington, Nevada",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891408
1117,"M 0.7 - 19 km NNE of Yerington, Nevada","19 km NNE of Yerington, Nevada",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891443
1617,"M 0.7 - 5 km NW of Carnelian Bay, California","5 km NW of Carnelian Bay, California",0.7,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891285
1632,"M 0.7 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",0.69,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112281
400,"M 0.7 - 13 km NW of The Geysers, CA","13 km NW of The Geysers, CA",0.69,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114231
465,"M 0.7 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.69,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114056
994,"M 0.7 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",0.69,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113121
1618,"M 0.7 - 18 km NNE of Lima, Montana","18 km NNE of Lima, Montana",0.68,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070073
252,"M 0.7 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",0.68,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114491
859,"M 0.7 - 3 km NE of Moreno Valley, CA","3 km NE of Moreno Valley, CA",0.68,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834359
669,"M 0.7 - 31 km NNE of Chignik Lagoon, Alaska","31 km NNE of Chignik Lagoon, Alaska",0.67,https://earthquake.usgs.gov/earthquakes/eventpage/av93446681
1217,"M 0.7 - 8 km NW of Prague, Oklahoma","8 km NW of Prague, Oklahoma",0.67,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025agpc
1096,"M 0.7 - 43 km E of Condon, Montana","43 km E of Condon, Montana",0.67,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070233
55,"M 0.7 - 10 km S of Idyllwild, CA","10 km S of Idyllwild, CA",0.66,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836431
802,"M 0.7 - 19 km W of Searles Valley, CA","19 km W of Searles Valley, CA",0.66,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834415
523,"M 0.7 - 19 km ESE of Anza, CA","19 km ESE of Anza, CA",0.66,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835295
949,"M 0.7 - 9 km SW of Idyllwild, CA","9 km SW of Idyllwild, CA",0.65,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834159
508,"M 0.7 - 20 km E of Finley Point, Montana","20 km E of Finley Point, Montana",0.65,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070353
1334,"M 0.7 - 5 km ESE of Yorba Linda, CA","5 km ESE of Yorba Linda, CA",0.65,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833567
1097,"M 0.7 - 10 km S of Idyllwild, CA","10 km S of Idyllwild, CA",0.65,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834015
1245,"M 0.7 - 22 km SW of La Quinta, CA","22 km SW of La Quinta, CA",0.65,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833727
522,"M 0.6 - 14 km SE of Anza, CA","14 km SE of Anza, CA",0.64,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835303
1203,"M 0.6 - 10 km NE of Coso Junction, CA","10 km NE of Coso Junction, CA",0.64,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833775
1210,"M 0.6 - 0 km NE of The Geysers, CA","0 km NE of The Geysers, CA",0.64,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112851
1596,"M 0.6 - 2 km SSE of Elkhorn, Montana","2 km SSE of Elkhorn, Montana",0.64,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070078
1534,"M 0.6 - 11 km SSW of Borrego Springs, CA","11 km SSW of Borrego Springs, CA",0.63,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832951
1641,"M 0.6 - 10 km ENE of Coso Junction, CA","10 km ENE of Coso Junction, CA",0.63,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832751
568,"M 0.6 - 24 km W of Lima, Montana","24 km W of Lima, Montana",0.63,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070258
1089,"M 0.6 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112996
38,"M 0.6 - 35 km SE of West Yellowstone, Montana","35 km SE of West Yellowstone, Montana",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099411
769,"M 0.6 - 7 km NW of Prague, Oklahoma","7 km NW of Prague, Oklahoma",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025ajxw
1413,"M 0.6 - 11 km S of Valle Vista, CA","11 km S of Valle Vista, CA",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833367
765,"M 0.6 - 9 km SW of Idyllwild, CA","9 km SW of Idyllwild, CA",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834463
755,"M 0.6 - 8 km E of Coso Junction, CA","8 km E of Coso Junction, CA",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834471
744,"M 0.6 - 9 km NNW of Anza, CA","9 km NNW of Anza, CA",0.62,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834519
1643,"M 0.6 - 10 km WNW of Cobb, CA","10 km WNW of Cobb, CA",0.61,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112266
468,"M 0.6 - 63 km WNW of Tyonek, Alaska","63 km WNW of Tyonek, Alaska",0.61,https://earthquake.usgs.gov/earthquakes/eventpage/av93447436
556,"M 0.6 - 2 km E of Pacifica, CA","2 km E of Pacifica, CA",0.61,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113936
589,"M 0.6 - 18 km NW of Ocotillo, CA","18 km NW of Ocotillo, CA",0.61,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835159
1544,"M 0.6 - 20 km NNE of Yerington, Nevada","20 km NNE of Yerington, Nevada",0.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891311
922,"M 0.6 - 48 km ENE of Beatty, Nevada","48 km ENE of Beatty, Nevada",0.6,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891451
878,"M 0.6 - 66 km WNW of Beluga, Alaska","66 km WNW of Beluga, Alaska",0.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259yigto
20,"M 0.6 - 17 km SE of Carbonado, Washington","17 km SE of Carbonado, Washington",0.6,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061927
1747,"M 0.6 - 66 km WNW of Beluga, Alaska","66 km WNW of Beluga, Alaska",0.59,https://earthquake.usgs.gov/earthquakes/eventpage/av93441986
1077,"M 0.6 - 6 km WSW of Corona, CA","6 km WSW of Corona, CA",0.59,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834039
331,"M 0.6 - 27 km WNW of Hebgen Lake Estates, Montana","27 km WNW of Hebgen Lake Estates, Montana",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070513
1014,"M 0.6 - 8 km S of Idyllwild, CA","8 km S of Idyllwild, CA",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834079
1422,"M 0.6 - 15 km SW of Thatcher, Utah","15 km SW of Thatcher, Utah",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099151
225,"M 0.6 - 12 km NW of The Geysers, CA","12 km NW of The Geysers, CA",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114541
778,"M 0.6 - 13 km NW of The Geysers, CA","13 km NW of The Geysers, CA",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113511
1687,"M 0.6 - 95 km SSE of Kokhanok, Alaska","95 km SSE of Kokhanok, Alaska",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/av93029879
1103,"M 0.6 - 12 km SSE of Anza, CA","12 km SSE of Anza, CA",0.58,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833991
634,"M 0.6 - 5 km ENE of Government Camp, Oregon","5 km ENE of Government Camp, Oregon",0.5700000000000001,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061602
1386,"M 0.6 - 18 km SW of Radersburg, Montana","18 km SW of Radersburg, Montana",0.57,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070433
1243,"M 0.6 - 3 km SE of San Jacinto, CA","3 km SE of San Jacinto, CA",0.57,https://earthquake.usgs.gov/earthquakes/eventpage/ci37693988
90,"M 0.6 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.57,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114811
1078,"M 0.6 - 6 km WSW of Corona, CA","6 km WSW of Corona, CA",0.56,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834031
487,"M 0.6 - 5 km W of Borrego Springs, CA","5 km W of Borrego Springs, CA",0.56,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835343
1007,"M 0.6 - 54 km ENE of Pedro Bay, Alaska","54 km ENE of Pedro Bay, Alaska",0.56,https://earthquake.usgs.gov/earthquakes/eventpage/av93445456
1480,"M 0.6 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",0.56,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112446
857,"M 0.6 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.55,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113411
711,"M 0.6 - 2 km N of La Verne, CA","2 km N of La Verne, CA",0.55,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834679
1466,"M 0.5 - 72 km W of Salamatof, Alaska","72 km W of Salamatof, Alaska",0.54,https://earthquake.usgs.gov/earthquakes/eventpage/av93443411
1330,"M 0.5 - 8 km SW of Idyllwild, CA","8 km SW of Idyllwild, CA",0.54,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833583
968,"M 0.5 - 6 km ESE of Valle Vista, CA","6 km ESE of Valle Vista, CA",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834119
1358,"M 0.5 - 53 km NE of Kenny Lake, Alaska","53 km NE of Kenny Lake, Alaska",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/av93029884
1038,"M 0.5 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113056
268,"M 0.5 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114456
686,"M 0.5 - 1 km S of Lake Henshaw, CA","1 km S of Lake Henshaw, CA",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834799
1548,"M 0.5 - 24 km ESE of Julian, CA","24 km ESE of Julian, CA",0.53,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832935
1610,"M 0.5 - 11 km W of Anza, CA","11 km W of Anza, CA",0.52,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832815
1414,"M 0.5 - 86 km WNW of Karluk, Alaska","86 km WNW of Karluk, Alaska",0.52,https://earthquake.usgs.gov/earthquakes/eventpage/av93443656
988,"M 0.5 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",0.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113141
1068,"M 0.5 - 6 km NW of The Geysers, CA","6 km NW of The Geysers, CA",0.51,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113021
1649,"M 0.5 - 2 km W of Toston, Montana","2 km W of Toston, Montana",0.51,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070063
555,"M 0.5 - 21 km W of Lima, Montana","21 km W of Lima, Montana",0.51,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070263
890,"M 0.5 - 5 km NNW of Aguanga, CA","5 km NNW of Aguanga, CA",0.51,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834311
889,"M 0.5 - 14 km SE of Lincoln, Montana","14 km SE of Lincoln, Montana",0.51,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070438
954,"M 0.5 - 21 km NNE of Yerington, Nevada","21 km NNE of Yerington, Nevada",0.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891447
916,"M 0.5 - 23 km ENE of Ashford, Washington","23 km ENE of Ashford, Washington",0.5,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061507
756,"M 0.5 - 66 km WNW of Beluga, Alaska","66 km WNW of Beluga, Alaska",0.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a3xh0l
773,"M 0.5 - 16 km NNW of Indian Springs, Nevada","16 km NNW of Indian Springs, Nevada",0.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891467
